ACCESSION_NUMBER	CIK	REGISTRANT_NAME	FILE_NUM	LEI	ADDRESS1	ADDRESS2	CITY	STATE	COUNTRY	ZIP	PHONE
0001193125-26-024630	0001710607	American Century ETF Trust	811-23305	5493006IKK34YJD98183	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0001193125-26-024633	0001710607	American Century ETF Trust	811-23305	5493006IKK34YJD98183	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0000940400-26-002737	0002065379	Man ETF Series Trust	811-24097	254900GVOZRJYTLNSY18	1345 AVENUE OF THE AMERICAS	21ST FLOOR	NEW YORK	US-NY	US	10105	212-649-6600
0001193125-26-024636	0001710607	American Century ETF Trust	811-23305	5493006IKK34YJD98183	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0001193125-26-024648	0001710607	American Century ETF Trust	811-23305	5493006IKK34YJD98183	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0001193125-26-024661	0001710607	American Century ETF Trust	811-23305	5493006IKK34YJD98183	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0001193125-26-024660	0001710607	American Century ETF Trust	811-23305	5493006IKK34YJD98183	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0001193125-26-024650	0001710607	American Century ETF Trust	811-23305	5493006IKK34YJD98183	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0001193125-26-024663	0001710607	American Century ETF Trust	811-23305	5493006IKK34YJD98183	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0001193125-26-024654	0001710607	American Century ETF Trust	811-23305	5493006IKK34YJD98183	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0001193125-26-024659	0001710607	American Century ETF Trust	811-23305	5493006IKK34YJD98183	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0002048251-26-000557	0001736078	Symmetry Panoramic Trust	811-23334	00000000000000000000	151 National Drive		Glastonbury	US-CT	US	06033	8447963863
0002048251-26-000837	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0002048251-26-000838	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0002048251-26-000844	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0002048251-26-000855	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001378872-26-000364	0001378872	Invesco Exchange-Traded Fund Trust II	811-21977	O540V2L4S174Y60FMD36	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0000940400-26-002919	0001350487	WisdomTree Trust	811-21864	549300SEVJBU47TE8855	250 WEST 34TH STREET	3RD FLOOR	NEW YORK	US-NY	US	10119	866-909-9473
0002000324-26-000373	0000778206	SHELTON FUNDS	811-04417	254900S73SCF59AAL583	1125 17th Street, Ste. 2550		Denver	US-CO	US	80202-1805	800-955-9888
0000940400-26-002925	0001350487	WisdomTree Trust	811-21864	549300SEVJBU47TE8855	250 WEST 34TH STREET	3RD FLOOR	NEW YORK	US-NY	US	10119	866-909-9473
0000894189-26-002985	0001884021	Volatility Shares Trust	811-23785	54930004NGKHU04MBA84	2000 PGA Boulevard	Suite 4440	Palm Beach Gardens	US-FL	US	33408	203-998-6005
0001193125-26-028904	0001658645	Stone Ridge Trust V	811-23120	549300KD54T7ZWXRKM31	One Vanderbilt Avenue	65th Floor	New York	US-NY	US	10017	212-257-4750
0000940400-26-002943	0001350487	WisdomTree Trust	811-21864	549300SEVJBU47TE8855	250 WEST 34TH STREET	3RD FLOOR	NEW YORK	US-NY	US	10119	866-909-9473
0001162044-26-000104	0001045701	Monteagle Funds	811-08529	5493009CWKBRMKVZD520	2728 19th Place South, Suite 160		Homewood	US-AL	US	35209	888-263-5593
0001162044-26-000107	0001045701	Monteagle Funds	811-08529	5493009CWKBRMKVZD520	2728 19th Place South, Suite 160		Homewood	US-AL	US	35209	888-263-5593
0000940400-26-002952	0001350487	WisdomTree Trust	811-21864	549300SEVJBU47TE8855	250 WEST 34TH STREET	3RD FLOOR	NEW YORK	US-NY	US	10119	866-909-9473
0000940400-26-002950	0001350487	WisdomTree Trust	811-21864	549300SEVJBU47TE8855	250 WEST 34TH STREET	3RD FLOOR	NEW YORK	US-NY	US	10119	866-909-9473
0001059386-26-000004	0001059386	Invesco Senior Income Trust	811-08743	549300C38VE5Y5R75E56	1331 Spring Street NW, Suite 2500	N.E.	Atlanta	US-GA	US	30309	800-959-4246
0001162044-26-000101	0001045701	Monteagle Funds	811-08529	5493009CWKBRMKVZD520	2728 19th Place South, Suite 160		Homewood	US-AL	US	35209	888-263-5593
0000894189-26-002926	0001400897	NXG Cushing Midstream Energy Fund	811-22072	5493006NXITDSHOHUT03	4925 Greenville Ave	Suite 1310	Dallas	US-TX	US	75206	214-692-6334
0002048251-26-000810	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0002048251-26-000811	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0000909466-26-000069	0000909466	AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds)	811-07890	SW0MHD1146AQ1M76HG37	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001162044-26-000110	0001045701	Monteagle Funds	811-08529	5493009CWKBRMKVZD520	2728 19th Place South, Suite 160		Homewood	US-AL	US	35209	888-263-5593
0000940400-26-002662	0001503123	DBX ETF Trust	811-22487	DNLQXYGHEZ10Q9SIK386	875 Third Avenue		New York	US-NY	US	10022-6225	212-454-4500
0000940400-26-002740	0001479026	Goldman Sachs ETF Trust	811-23013	549300VEZF7K2ES5WL82	200 West Street		New York	US-NY	US	10282	312-655-4400
0001193125-26-024618	0001710607	American Century ETF Trust	811-23305	5493006IKK34YJD98183	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0001193125-26-024621	0001710607	American Century ETF Trust	811-23305	5493006IKK34YJD98183	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0001193125-26-024624	0001710607	American Century ETF Trust	811-23305	5493006IKK34YJD98183	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0000940400-26-002738	0001479026	Goldman Sachs ETF Trust	811-23013	549300VEZF7K2ES5WL82	200 West Street		New York	US-NY	US	10282	312-655-4400
0001410368-26-032616	0001563696	Eaton Vance Municipal Income 2028 Term Trust	811-22777	549300MBQTU3LRVTCH04	One Post Office Square		Boston	US-MA	US	02109	617-482-8260
0001410368-26-032037	0001081400	ALLSPRING FUNDS TRUST	811-09253	549300XROIY0CTN7RZ24	1415 Vantage Park Drive	3rd Floor	Charlotte	US-NC	US	28203	833-568-4255
0001410368-26-032622	0000914529	Eaton Vance Municipals Trust II	811-08134	54930020USKP27DTI683	One Post Office Square		Boston	US-MA	US	02109	617-482-8260
0001410368-26-032755	0001330967	MFS SERIES TRUST XII	811-21780	549300VVIIPRJRW6FR46	111 HUNTINGTON AVENUE		BOSTON	US-MA	US	02199	617-954-5000
0001410368-26-032766	0000764719	MFS SERIES TRUST XV	811-04253	549300YI4S4U2N712160	111 HUNTINGTON AVENUE		BOSTON	US-MA	US	02199	617-954-5000
0001410368-26-032770	0000809173	MFS MULTIMARKET INCOME TRUST	811-04975	WJEDYZGROW7MJ1187O21	111 HUNTINGTON AVENUE		BOSTON	US-MA	US	02199	617-954-5000
0002066578-26-001124	0001498498	Ashmore Funds	811-22468	549300JIZK4U03Q64E73	61 Aldwych		London		GB	WC2B 4AE	011-44-20-3206-4500
0002066578-26-001126	0001498498	Ashmore Funds	811-22468	549300JIZK4U03Q64E73	61 Aldwych		London		GB	WC2B 4AE	011-44-20-3206-4500
0002071691-26-007294	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0002071691-26-007288	0000844779	BlackRock Funds	811-05742	549300OZUEVJZHOBFP42	100 Bellevue Parkway		Wilmington	US-DE	US	19809	800-441-7762
0001410368-26-032316	0000351601	RUSSELL INVESTMENT CO	811-03153	549300J63VJ9OS4TCK93	401 Union Street	18th Floor	Seattle	US-WA	US	98101	800-787-7354
0002071691-26-007300	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0002071691-26-007309	0001524513	iShares U.S. ETF Trust	811-22649	5493002YECWEEITPWL97	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0002071691-26-007306	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0001410368-26-032455	0001018592	AB INSTITUTIONAL FUNDS INC	811-08403	549300FWYIYXMGTN1H26	ALLIANCEBERNSTEIN LP	66 Hudson Boulevard East	NEW YORK	US-NY	US	10001	212-969-1000
0002071691-26-007310	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0002048251-26-000846	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0002048251-26-000839	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0002048251-26-000847	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0002048251-26-000836	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0002048251-26-000852	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0002048251-26-000845	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0002048251-26-000853	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0001112996-26-000078	0001112996	AIM Counselor Series Trust (Invesco Counselor Series Trust)	811-09913	LZYC3CZ7P12IRF1LLV60	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0000853180-26-000004	0000853180	Invesco Senior Loan Fund	811-05845	5CYTQFS5JFZR6JZWG435	1331 Spring Street NW, Suite 2500	N.E.	Atlanta	US-GA	US	30309	800-959-4246
0002048251-26-000848	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0000894189-26-002974	0001540305	ETF Series Solutions	811-22668	5493008BB0X0GYS3UI50	615 E Michigan Street		Milwaukee	US-WI	US	53202	414-516-1645
0000894189-26-002975	0001540305	ETF Series Solutions	811-22668	5493008BB0X0GYS3UI50	615 E Michigan Street		Milwaukee	US-WI	US	53202	414-516-1645
0002048251-26-000854	0001432353	GLOBAL X FUNDS	811-22209	5493003RA4QUTSYF1N15	605 Third Avenue	43rd Floor	NEW YORK	US-NY	US	10158	2126446110
0002000324-26-000364	0000778206	SHELTON FUNDS	811-04417	254900S73SCF59AAL583	1125 17th Street, Ste. 2550		Denver	US-CO	US	80202-1805	800-955-9888
0000894189-26-002982	0001884021	Volatility Shares Trust	811-23785	54930004NGKHU04MBA84	2000 PGA Boulevard	Suite 4440	Palm Beach Gardens	US-FL	US	33408	203-998-6005
0000894189-26-002981	0001884021	Volatility Shares Trust	811-23785	54930004NGKHU04MBA84	2000 PGA Boulevard	Suite 4440	Palm Beach Gardens	US-FL	US	33408	203-998-6005
0000894189-26-002976	0001540305	ETF Series Solutions	811-22668	5493008BB0X0GYS3UI50	615 E Michigan Street		Milwaukee	US-WI	US	53202	414-516-1645
0002000324-26-000376	0000778206	SHELTON FUNDS	811-04417	254900S73SCF59AAL583	1125 17th Street, Ste. 2550		Denver	US-CO	US	80202-1805	800-955-9888
0000894189-26-002988	0001884021	Volatility Shares Trust	811-23785	54930004NGKHU04MBA84	2000 PGA Boulevard	Suite 4440	Palm Beach Gardens	US-FL	US	33408	203-998-6005
0002000324-26-000367	0000778206	SHELTON FUNDS	811-04417	254900S73SCF59AAL583	1125 17th Street, Ste. 2550		Denver	US-CO	US	80202-1805	800-955-9888
0000894189-26-002987	0001884021	Volatility Shares Trust	811-23785	54930004NGKHU04MBA84	2000 PGA Boulevard	Suite 4440	Palm Beach Gardens	US-FL	US	33408	203-998-6005
0000894189-26-002983	0001884021	Volatility Shares Trust	811-23785	54930004NGKHU04MBA84	2000 PGA Boulevard	Suite 4440	Palm Beach Gardens	US-FL	US	33408	203-998-6005
0000894189-26-002990	0001884021	Volatility Shares Trust	811-23785	54930004NGKHU04MBA84	2000 PGA Boulevard	Suite 4440	Palm Beach Gardens	US-FL	US	33408	203-998-6005
0000940400-26-002220	0000844779	BlackRock Funds	811-05742	549300OZUEVJZHOBFP42	100 Bellevue Parkway		Wilmington	US-DE	US	19809	800-441-7762
0000940400-26-002285	0001111565	BNY MELLON FUNDS TRUST	811-09903	549300HDJ28GEP2W5P96	240 Greenwich Street		New York	US-NY	US	10286	212-922-6400
0000940400-26-002280	0001111565	BNY MELLON FUNDS TRUST	811-09903	549300HDJ28GEP2W5P96	240 Greenwich Street		New York	US-NY	US	10286	212-922-6400
0000940400-26-002281	0001111565	BNY MELLON FUNDS TRUST	811-09903	549300HDJ28GEP2W5P96	240 Greenwich Street		New York	US-NY	US	10286	212-922-6400
0000940400-26-002289	0000819940	BNY Mellon Investment Funds IV, Inc.	811-05202	549300D4NK7TLHD8CY27	240 Greenwich Street		New York	US-NY	US	10286	212-922-6400
0000940400-26-002297	0000889512	Legg Mason Partners Institutional Trust	811-06740	54930003LJE4ZPPMRV82	One Madison Avenue	17th Floor	New York	US-NY	US	10010	1-877-656-3863
0000940400-26-002295	0001385632	Voya Asia Pacific High Dividend Equity Income Fund	811-22004	549300GNK7F1VWTNPE94	7337 East Doubletree Ranch Road	Suite 100	Scottsdale	US-AZ	US	85258-2034	1-800-992-0180
0000940400-26-002302	0001667919	First Trust Exchange-Traded Fund VIII	811-23147	549300NT36PJKGP5Y765	120 East Liberty Drive	Suite 400	Wheaton	US-IL	US	60187	630-765-8000
0000910472-26-000405	0001644419	Northern Lights Fund Trust IV	811-23066	549300UIBIHXQ3PDEC28	225 PICTORIA DRIVE	SUITE 450	CINCINNATI	US-OH	US	45246	631-470-2600
0000910472-26-000406	0001644419	Northern Lights Fund Trust IV	811-23066	549300UIBIHXQ3PDEC28	225 PICTORIA DRIVE	SUITE 450	CINCINNATI	US-OH	US	45246	631-470-2600
0000910472-26-000409	0001556505	Advisors Preferred Trust	811-22756	549300VBL7C31PY2VZ37	1445 RESEARCH BOULEVARD	SUITE 530	ROCKVILLE	US-MD	US	20850	240-223-1998
0000940400-26-002338	0001667919	First Trust Exchange-Traded Fund VIII	811-23147	549300NT36PJKGP5Y765	120 East Liberty Drive	Suite 400	Wheaton	US-IL	US	60187	630-765-8000
0000940400-26-002339	0001667919	First Trust Exchange-Traded Fund VIII	811-23147	549300NT36PJKGP5Y765	120 East Liberty Drive	Suite 400	Wheaton	US-IL	US	60187	630-765-8000
0000940400-26-002348	0001667919	First Trust Exchange-Traded Fund VIII	811-23147	549300NT36PJKGP5Y765	120 East Liberty Drive	Suite 400	Wheaton	US-IL	US	60187	630-765-8000
0000035402-26-000556	0001364924	Fidelity Rutland Square Trust II	811-21991	1KZ3JN58GDRI3EZKKG06	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0002048251-26-000554	0001736078	Symmetry Panoramic Trust	811-23334	00000000000000000000	151 National Drive		Glastonbury	US-CT	US	06033	8447963863
0000940400-26-002778	0001845809	Putnam ETF Trust	811-23643	549300EMFKH8ETCKNO35	One Franklin Parkway		San Mateo	US-CA	US	94403-1906	650-312-2000
0000940400-26-002803	0001727074	PGIM ETF Trust	811-23324	549300OXS91LYTDQF355	655 Broad Street		Newark	US-NJ	US	07102-4077	888-247-8090
0000940400-26-002810	0000822977	Goldman Sachs Trust	811-05349	S2FHCT8U6D2VORP0J605	71 South Wacker Drive		Chicago	US-IL	US	60606	312-655-4400
0000940400-26-002811	0000822977	Goldman Sachs Trust	811-05349	S2FHCT8U6D2VORP0J605	71 South Wacker Drive		Chicago	US-IL	US	60606	312-655-4400
0000940400-26-002799	0000822977	Goldman Sachs Trust	811-05349	S2FHCT8U6D2VORP0J605	71 South Wacker Drive		Chicago	US-IL	US	60606	312-655-4400
0000940400-26-002832	0001727074	PGIM ETF Trust	811-23324	549300OXS91LYTDQF355	655 Broad Street		Newark	US-NJ	US	07102-4077	888-247-8090
0000842790-26-000022	0000842790	AIM Investment Securities Funds (Invesco Investment Securities Funds)	811-05686	G61U5I6LJJEX0O3SU057	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001112996-26-000044	0001112996	AIM Counselor Series Trust (Invesco Counselor Series Trust)	811-09913	LZYC3CZ7P12IRF1LLV60	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001378872-26-000293	0001378872	Invesco Exchange-Traded Fund Trust II	811-21977	O540V2L4S174Y60FMD36	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001378872-26-000298	0001378872	Invesco Exchange-Traded Fund Trust II	811-21977	O540V2L4S174Y60FMD36	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001378872-26-000295	0001378872	Invesco Exchange-Traded Fund Trust II	811-21977	O540V2L4S174Y60FMD36	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001657201-26-000117	0001657201	Invesco Exchange-Traded Self-Indexed Fund Trust	811-23304	549300U103VG1ABIOE62	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001378872-26-000304	0001378872	Invesco Exchange-Traded Fund Trust II	811-21977	O540V2L4S174Y60FMD36	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001378872-26-000309	0001378872	Invesco Exchange-Traded Fund Trust II	811-21977	O540V2L4S174Y60FMD36	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001378872-26-000299	0001378872	Invesco Exchange-Traded Fund Trust II	811-21977	O540V2L4S174Y60FMD36	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001378872-26-000305	0001378872	Invesco Exchange-Traded Fund Trust II	811-21977	O540V2L4S174Y60FMD36	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001378872-26-000307	0001378872	Invesco Exchange-Traded Fund Trust II	811-21977	O540V2L4S174Y60FMD36	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001378872-26-000313	0001378872	Invesco Exchange-Traded Fund Trust II	811-21977	O540V2L4S174Y60FMD36	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001657201-26-000118	0001657201	Invesco Exchange-Traded Self-Indexed Fund Trust	811-23304	549300U103VG1ABIOE62	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0001378872-26-000315	0001378872	Invesco Exchange-Traded Fund Trust II	811-21977	O540V2L4S174Y60FMD36	3500 Lacey Road	Suite 700	Downers Grove	US-IL	US	60515	800-983-0903
0002048251-26-000642	0000939934	SEI INSTITUTIONAL INVESTMENTS TRUST	811-07257	0N2JSH1PTH72JCCP2A88	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8003425734
0002048251-26-000644	0000939934	SEI INSTITUTIONAL INVESTMENTS TRUST	811-07257	0N2JSH1PTH72JCCP2A88	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8003425734
0002048251-26-000652	0000701817	SEI TAX EXEMPT TRUST	811-03447	549300HVETA65JWIV692	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8003425734
0002048251-26-000653	0000939934	SEI INSTITUTIONAL INVESTMENTS TRUST	811-07257	0N2JSH1PTH72JCCP2A88	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8003425734
0002048251-26-000664	0000939934	SEI INSTITUTIONAL INVESTMENTS TRUST	811-07257	0N2JSH1PTH72JCCP2A88	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8003425734
0002048251-26-000673	0000701817	SEI TAX EXEMPT TRUST	811-03447	549300HVETA65JWIV692	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8003425734
0000910472-26-004812	0001039803	ProFunds	811-08239	549300HM4OOUYSE5DP77	7272 Wisconsin Avenue	21st Floor	Bethesda	US-MD	US	20814	240-497-6400
0000910472-26-004825	0001039803	ProFunds	811-08239	549300HM4OOUYSE5DP77	7272 Wisconsin Avenue	21st Floor	Bethesda	US-MD	US	20814	240-497-6400
0000910472-26-004877	0001039803	ProFunds	811-08239	549300HM4OOUYSE5DP77	7272 Wisconsin Avenue	21st Floor	Bethesda	US-MD	US	20814	240-497-6400
0001410368-26-034086	0000809593	AMERICAN BEACON FUNDS	811-04984	549300EXCES9V5RWB620	220 EAST LAS COLINAS BOULEVARD	SUITE 1200	IRVING	US-TX	US	75039	817-391-6100
0001410368-26-034085	0000809593	AMERICAN BEACON FUNDS	811-04984	549300EXCES9V5RWB620	220 EAST LAS COLINAS BOULEVARD	SUITE 1200	IRVING	US-TX	US	75039	817-391-6100
0001410368-26-034092	0000809593	AMERICAN BEACON FUNDS	811-04984	549300EXCES9V5RWB620	220 EAST LAS COLINAS BOULEVARD	SUITE 1200	IRVING	US-TX	US	75039	817-391-6100
0000940400-26-012195	0001812923	PGIM Short Duration High Yield Opportunities Fund	811-23574	549300WGY7DHGMQJU952	655 Broad Street		Newark	US-NJ	US	07102-4077	1-800-225-1852
0000940400-26-012203	0000890339	Target Portfolio Trust	811-07064	5493004ZFCC5JN462S65	655 Broad Street		Newark	US-NJ	US	07102-4077	1-800-225-1852
0000894189-26-010210	0001976322	Themes ETF Trust	811-23872	529900NYKGD1N3B8DB45	34 East Putnam Avenue	Suite 112	Greenwich	US-CT	US	06830	646-206-1788
0000894189-26-010215	0001976322	Themes ETF Trust	811-23872	529900NYKGD1N3B8DB45	34 East Putnam Avenue	Suite 112	Greenwich	US-CT	US	06830	646-206-1788
0000894189-26-010222	0001976322	Themes ETF Trust	811-23872	529900NYKGD1N3B8DB45	34 East Putnam Avenue	Suite 112	Greenwich	US-CT	US	06830	646-206-1788
0000894189-26-010229	0001976322	Themes ETF Trust	811-23872	529900NYKGD1N3B8DB45	34 East Putnam Avenue	Suite 112	Greenwich	US-CT	US	06830	646-206-1788
0000894189-26-010239	0001976322	Themes ETF Trust	811-23872	529900NYKGD1N3B8DB45	34 East Putnam Avenue	Suite 112	Greenwich	US-CT	US	06830	646-206-1788
0000894189-26-010236	0001976322	Themes ETF Trust	811-23872	529900NYKGD1N3B8DB45	34 East Putnam Avenue	Suite 112	Greenwich	US-CT	US	06830	646-206-1788
0000894189-26-010241	0001976322	Themes ETF Trust	811-23872	529900NYKGD1N3B8DB45	34 East Putnam Avenue	Suite 112	Greenwich	US-CT	US	06830	646-206-1788
0000894189-26-010250	0001976322	Themes ETF Trust	811-23872	529900NYKGD1N3B8DB45	34 East Putnam Avenue	Suite 112	Greenwich	US-CT	US	06830	646-206-1788
0000894189-26-010263	0001976322	Themes ETF Trust	811-23872	529900NYKGD1N3B8DB45	34 East Putnam Avenue	Suite 112	Greenwich	US-CT	US	06830	646-206-1788
0000894189-26-010267	0001976322	Themes ETF Trust	811-23872	529900NYKGD1N3B8DB45	34 East Putnam Avenue	Suite 112	Greenwich	US-CT	US	06830	646-206-1788
0000894189-26-010266	0001976322	Themes ETF Trust	811-23872	529900NYKGD1N3B8DB45	34 East Putnam Avenue	Suite 112	Greenwich	US-CT	US	06830	646-206-1788
0000894189-26-010265	0001976322	Themes ETF Trust	811-23872	529900NYKGD1N3B8DB45	34 East Putnam Avenue	Suite 112	Greenwich	US-CT	US	06830	646-206-1788
0001003715-26-001142	0001879238	BondBloxx ETF Trust	811-23731	549300M0XBJH5H5NJQ95	700 Larkspur Landing Circle, Suite 250	NULL	Larkspur	US-CA	US	94939	800-896-5089
0001003715-26-001151	0001879238	BondBloxx ETF Trust	811-23731	549300M0XBJH5H5NJQ95	700 Larkspur Landing Circle, Suite 250	NULL	Larkspur	US-CA	US	94939	800-896-5089
0002071691-26-003932	0000837274	Franklin Templeton Variable Insurance Products Trust	811-05583	549300PIBKZH7YTTWU55	One Franklin Parkway		San Mateo	US-CA	US	94403-1906	650-312-2000
0002071691-26-003983	0000865722	Templeton Institutional Funds	811-06135	549300JRP25VIFBAXL88	300 S.E. 2nd Street		Fort Lauderdale	US-FL	US	33301-1923	954-527-7500
0002071691-26-003972	0000914209	Putnam Asset Allocation Funds	811-07121	54930003OF6WJCA42O09	100 Federal Street		Boston	US-MA	US	02110	617-292-1000
0002071691-26-003987	0000822671	Putnam Variable Trust	811-05346	549300TBVD21LYBGBD46	100 Federal Street		Boston	US-MA	US	02110	617-292-1000
0002071691-26-004000	0000878087	Templeton Developing Markets Trust	811-06378	549300ZJC3KUG08IH343	300 S.E. 2nd Street		Fort Lauderdale	US-FL	US	33301-1923	954-527-7500
0002071691-26-003994	0001022804	Franklin Fund Allocator Series	811-07851	5493009BPYLDNZHEMO31	One Franklin Parkway		San Mateo	US-CA	US	94403-1906	650-312-2000
0000940400-26-007506	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0000940400-26-007497	0001272950	RBC Funds Trust	811-21475	549300456VUEP58RCU35	250 Nicollet Mall	Suite 1550	Minneapolis	US-MN	US	55401	612-376-7000
0000940400-26-007524	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0000940400-26-007526	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0000940400-26-007529	0000844779	BlackRock Funds	811-05742	549300OZUEVJZHOBFP42	100 Bellevue Parkway		Wilmington	US-DE	US	19809	800-441-7762
0002071691-26-004223	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0001193125-26-070933	0000933691	JNL Series Trust	811-8894	549300T5WIPN6IWM0D45	1 Corporate Way		Lansing	US-MI	US	48951	517-367-4336
0001410368-26-034350	0001396277	Calamos Global Dynamic Income Fund	811-22047	CZEVBUHZTXPJGPSFDE25	2020 CALAMOS COURT		NAPERVILLE	US-IL	US	60563	630-245-7200
0002048251-26-002574	0001452937	EXCHANGE TRADED CONCEPTS TRUST	811-22263	549300TXJW88BSB0KL90	10900 HEFNER POINTE DRIVE	SUITE 400	OKLAHOMA CITY	US-OK	US	73120	4057788377
0001410368-26-034339	0001579881	Calamos ETF Trust	811-22887	549300B2KP9WEFDULJ54	2020 CALAMOS COURT		NAPERVILLE	US-IL	US	60563	630-245-7200
